user_id,actor_index
1802232290869248466,137
1803419295678464545,138
1804057886851072587,139
1805321546760192942,140
1807414730948608478,141
1807569995694081006,142
1810309689901056876,143
1810508105646080479,144
1810572110725120442,145
1812684882313216657,146
1814549283995648590,147
1815628839124992343,148
1817807989768192028,149
1818217420947456317,150
1818423361273856450,151
1818469003689984407,152
1819184291905536463,153
1819286456762368610,154
1823658137878528913,155
1824310754803712977,156
1824403012714496493,157
1825844116848640136,158
1825911670308864686,159
1826929510449152839,160
1827237171036160814,161
1828593466343424148,162
1828756138229760391,163
1829180442411008492,164
1831407097741312818,165
1832236965953536495,166
1832929823031296972,167
1834531518676992905,168
1835618036350976772,169
1835834495991808746,170
1836620684722176724,171
1837769580085248706,172
1837839524298752394,173
1838814590926848552,174
1838904860737536482,175
1840045996638208705,176
1840866394112000834,177
1843237912313856894,178
1843726271905793017,179
1843869775822848921,180
1843873131266048612,181
1844522224975872899,182
1844600079646720903,183
1844621646757888965,184
1845089387151360086,185
1845740443795456568,186
1846691711942656802,187
1846876194209792853,188
1847383075848192100,189
1847557986713600556,190
1848220292481024824,191
1849673518153728970,192
1850172011184128831,193
1850477306183680437,194
1851120905355264559,195
1851246868692992092,196
1852406769909760879,197
1853744299900928785,198
1855581170171904910,199
1856013443530752286,200
1856132914085888694,201
1857448373649408750,202
1857652854358016951,203
1857678187954176706,204
1858155902402560194,205
1858845496311808614,206
1859131120025600749,207
1859911042465792913,208
1860290987687936224,209
1860382373183488857,210
1860415113920512491,211
1861026593112064369,212
1861285843042304977,213
1861761116405760862,214
1862045523771392049,215
1862774846128128188,216
1864079316615168496,217
1864734559174656020,218
1867106488418304276,219
1867607053434881020,220
1868492882051072438,221
1868513434140672249,222
1869230886617088491,223
1869895448920064230,224
1870080887488512805,225
1871270224330752050,226
1871451611201536175,227
1872577890877440559,228
1872830178263040210,229
1873928213495808102,230
1875040870072320261,231
1875440654352384085,232
1876302701264896031,233
1877250135818240512,234
1877672493842432988,235
1878819988307968252,236
1880036898504704992,237
1880934362120192281,238
1882014001135616280,239
1882814106566656953,240
1883680960151552357,241
1883889064738816443,242
1884411054260224396,243
1884542394695680945,244
1884978157715456264,245
1885238934372352972,246
1885297495244800428,247
1885711422717952727,248
1885954432303104152,249
1886041027903488125,250
1886547121012736111,251
1887376804675584651,252
1887384614469632805,253
1887970852339712230,254
1888597154201600108,255
1888623200829440019,256
1888853585559552316,257
1889701279563776336,258
1890171578482688738,259
1890371671949312713,260
1890930764283904365,261
1891434802184192512,262
1892171372298240716,263
1892370048090112162,264
1893947114782720311,265
1894349398867968139,266
1894439165362176335,267
1894509671612416170,268
1896053469085696935,269
1896619490410496041,270
1896791901470720963,271
1897517834829824215,272
1899497428877312141,273
1900925505503232181,274
1900955612217344066,275
1902633535143936471,276
1902713906397184366,277
1903972004659200988,278
1905899111186432833,279
1906246433112064632,280
1907112523333632768,281
1907471044050944158,282
1907579332591616315,283
1907627290263552423,284
1908379312193536075,285
1908531632537600124,286
1909838309228544936,287
1909865471541248945,288
